iteration,lower_bound,global_upper_bound,gap_abs,gap_rel,theta,phase1_objective,cost_adversary_objective,scenario_count,action
1,111.99176733243246,122.11724267516493,10.125475342732472,0.08291601677960009,-148.44802580835102,2.5520833344665973e-09,-138.32255046561855,2,add_cost_scenario
2,119.855972650654,120.67373793610236,0.8177652854483597,0.006776663252789704,-137.91189217471742,-0.0,-137.0941268892694,2,certified
