period,time_hour,series,value
58,14.5,wind_worst_mw,1.5015015015015016
59,14.75,wind_worst_mw,3.3033033033033035
60,15.0,wind_worst_mw,2.2522522522522523
61,15.25,wind_worst_mw,4.504504504504505
62,15.5,wind_worst_mw,6.306306306306308
63,15.75,wind_worst_mw,4.354354354354355
64,16.0,wind_worst_mw,6.006006006006006
65,16.25,wind_worst_mw,5.555555555555556
66,16.5,wind_worst_mw,6.156156156156157
67,16.75,wind_worst_mw,4.804804804804806
68,17.0,wind_worst_mw,5.555555555555556
69,17.25,wind_worst_mw,5.405405405405406
70,17.5,wind_worst_mw,3.903903903903904
71,17.75,wind_worst_mw,2.702702702702703
72,18.0,wind_worst_mw,4.2042042042042045
73,18.25,wind_worst_mw,6.606606606606607
74,18.5,wind_worst_mw,4.954954954954955
75,18.75,wind_worst_mw,7.6576576576576585
76,19.0,wind_worst_mw,7.5075075075075075
77,19.25,wind_worst_mw,7.057057057057058
78,19.5,wind_worst_mw,10.360360360360362
79,19.75,wind_worst_mw,8.408408408408409
80,20.0,wind_worst_mw,8.408408408408409
81,20.25,wind_worst_mw,14.714714714714715
82,20.5,wind_worst_mw,22.972972972972975
83,20.75,wind_worst_mw,24.624624624624623
84,21.0,wind_worst_mw,21.32132132132132
85,21.25,wind_worst_mw,12.462462462462465
86,21.5,wind_worst_mw,13.063063063063064
87,21.75,wind_worst_mw,16.516516516516518
88,22.0,wind_worst_mw,15.915915915915916
89,22.25,wind_worst_mw,13.813813813813816
90,22.5,wind_worst_mw,17.41741741741742
91,22.75,wind_worst_mw,16.216216216216218
92,23.0,wind_worst_mw,8.108108108108109
93,23.25,wind_worst_mw,3.903903903903904
94,23.5,wind_worst_mw,3.4534534534534536
95,23.75,wind_worst_mw,3.3033033033033035
0,0.0,arrival_nominal_count,0.0
1,0.25,arrival_nominal_count,0.0
2,0.5,arrival_nominal_count,0.0
3,0.75,arrival_nominal_count,0.0
4,1.0,arrival_nominal_count,0.0
5,1.25,arrival_nominal_count,0.0
6,1.5,arrival_nominal_count,0.0
7,1.75,arrival_nominal_count,0.0
8,2.0,arrival_nominal_count,0.0
9,2.25,arrival_nominal_count,0.0
10,2.5,arrival_nominal_count,0.0
11,2.75,arrival_nominal_count,0.0
12,3.0,arrival_nominal_count,0.0
13,3.25,arrival_nominal_count,0.0
14,3.5,arrival_nominal_count,0.0
15,3.75,arrival_nominal_count,0.0
16,4.0,arrival_nominal_count,0.0
17,4.25,arrival_nominal_count,0.0
18,4.5,arrival_nominal_count,0.0
19,4.75,arrival_nominal_count,0.0
20,5.0,arrival_nominal_count,1.0
21,5.25,arrival_nominal_count,0.0
22,5.5,arrival_nominal_count,0.0
23,5.75,arrival_nominal_count,0.0
24,6.0,arrival_nominal_count,0.0
25,6.25,arrival_nominal_count,0.0
26,6.5,arrival_nominal_count,0.0
27,6.75,arrival_nominal_count,0.0
28,7.0,arrival_nominal_count,0.0
29,7.25,arrival_nominal_count,0.0
30,7.5,arrival_nominal_count,0.0
31,7.75,arrival_nominal_count,0.0
32,8.0,arrival_nominal_count,0.0
33,8.25,arrival_nominal_count,0.0
34,8.5,arrival_nominal_count,1.0
35,8.75,arrival_nominal_count,0.0
36,9.0,arrival_nominal_count,0.0
37,9.25,arrival_nominal_count,0.0
38,9.5,arrival_nominal_count,1.0
39,9.75,arrival_nominal_count,0.0
40,10.0,arrival_nominal_count,0.0
41,10.25,arrival_nominal_count,0.0
42,10.5,arrival_nominal_count,0.0
43,10.75,arrival_nominal_count,0.0
44,11.0,arrival_nominal_count,0.0
45,11.25,arrival_nominal_count,0.0
46,11.5,arrival_nominal_count,0.0
47,11.75,arrival_nominal_count,0.0
48,12.0,arrival_nominal_count,1.0
49,12.25,arrival_nominal_count,0.0
50,12.5,arrival_nominal_count,0.0
51,12.75,arrival_nominal_count,1.0
52,13.0,arrival_nominal_count,2.0
53,13.25,arrival_nominal_count,0.0
54,13.5,arrival_nominal_count,1.0
55,13.75,arrival_nominal_count,1.0
56,14.0,arrival_nominal_count,0.0
57,14.25,arrival_nominal_count,0.0
58,14.5,arrival_nominal_count,1.0
59,14.75,arrival_nominal_count,0.0
60,15.0,arrival_nominal_count,0.0
61,15.25,arrival_nominal_count,0.0
62,15.5,arrival_nominal_count,1.0
63,15.75,arrival_nominal_count,0.0
64,16.0,arrival_nominal_count,0.0
65,16.25,arrival_nominal_count,0.0
66,16.5,arrival_nominal_count,0.0
67,16.75,arrival_nominal_count,0.0
68,17.0,arrival_nominal_count,1.0
69,17.25,arrival_nominal_count,0.0
70,17.5,arrival_nominal_count,0.0
71,17.75,arrival_nominal_count,1.0
72,18.0,arrival_nominal_count,0.0
73,18.25,arrival_nominal_count,0.0
74,18.5,arrival_nominal_count,0.0
75,18.75,arrival_nominal_count,0.0
76,19.0,arrival_nominal_count,0.0
77,19.25,arrival_nominal_count,0.0
78,19.5,arrival_nominal_count,0.0
79,19.75,arrival_nominal_count,0.0
80,20.0,arrival_nominal_count,0.0
81,20.25,arrival_nominal_count,0.0
82,20.5,arrival_nominal_count,0.0
83,20.75,arrival_nominal_count,0.0
84,21.0,arrival_nominal_count,0.0
85,21.25,arrival_nominal_count,0.0
86,21.5,arrival_nominal_count,0.0
87,21.75,arrival_nominal_count,0.0
88,22.0,arrival_nominal_count,0.0
89,22.25,arrival_nominal_count,0.0
90,22.5,arrival_nominal_count,2.0
91,22.75,arrival_nominal_count,0.0
92,23.0,arrival_nominal_count,0.0
93,23.25,arrival_nominal_count,0.0
94,23.5,arrival_nominal_count,0.0
95,23.75,arrival_nominal_count,0.0
0,0.0,arrival_worst_count,0.0
1,0.25,arrival_worst_count,0.0
2,0.5,arrival_worst_count,0.0
3,0.75,arrival_worst_count,0.0
4,1.0,arrival_worst_count,0.0
5,1.25,arrival_worst_count,0.0
6,1.5,arrival_worst_count,0.0
7,1.75,arrival_worst_count,0.0
8,2.0,arrival_worst_count,0.0
9,2.25,arrival_worst_count,0.0
10,2.5,arrival_worst_count,0.0
11,2.75,arrival_worst_count,0.0
12,3.0,arrival_worst_count,0.0
13,3.25,arrival_worst_count,0.0
14,3.5,arrival_worst_count,0.0
15,3.75,arrival_worst_count,0.0
16,4.0,arrival_worst_count,0.0
17,4.25,arrival_worst_count,0.0
18,4.5,arrival_worst_count,0.0
19,4.75,arrival_worst_count,0.0
20,5.0,arrival_worst_count,1.0
21,5.25,arrival_worst_count,0.0
22,5.5,arrival_worst_count,0.0
23,5.75,arrival_worst_count,0.0
24,6.0,arrival_worst_count,0.0
25,6.25,arrival_worst_count,0.0
26,6.5,arrival_worst_count,0.0
27,6.75,arrival_worst_count,0.0
28,7.0,arrival_worst_count,0.0
29,7.25,arrival_worst_count,0.0
30,7.5,arrival_worst_count,0.0
31,7.75,arrival_worst_count,0.0
32,8.0,arrival_worst_count,0.0
33,8.25,arrival_worst_count,0.0
34,8.5,arrival_worst_count,1.0
35,8.75,arrival_worst_count,0.0
36,9.0,arrival_worst_count,0.0
37,9.25,arrival_worst_count,0.0
38,9.5,arrival_worst_count,1.0
39,9.75,arrival_worst_count,0.0
40,10.0,arrival_worst_count,0.0
41,10.25,arrival_worst_count,0.0
42,10.5,arrival_worst_count,0.0
43,10.75,arrival_worst_count,0.0
44,11.0,arrival_worst_count,0.0
45,11.25,arrival_worst_count,0.0
46,11.5,arrival_worst_count,0.0
47,11.75,arrival_worst_count,0.0
48,12.0,arrival_worst_count,0.0
49,12.25,arrival_worst_count,0.0
50,12.5,arrival_worst_count,0.0
51,12.75,arrival_worst_count,0.0
52,13.0,arrival_worst_count,3.0
53,13.25,arrival_worst_count,0.0
54,13.5,arrival_worst_count,1.0
55,13.75,arrival_worst_count,2.0
56,14.0,arrival_worst_count,0.0
57,14.25,arrival_worst_count,0.0
58,14.5,arrival_worst_count,1.0
59,14.75,arrival_worst_count,0.0
60,15.0,arrival_worst_count,0.0
61,15.25,arrival_worst_count,0.0
62,15.5,arrival_worst_count,1.0
63,15.75,arrival_worst_count,0.0
64,16.0,arrival_worst_count,0.0
65,16.25,arrival_worst_count,0.0
66,16.5,arrival_worst_count,0.0
67,16.75,arrival_worst_count,0.0
68,17.0,arrival_worst_count,1.0
69,17.25,arrival_worst_count,0.0
70,17.5,arrival_worst_count,0.0
71,17.75,arrival_worst_count,1.0
72,18.0,arrival_worst_count,0.0
73,18.25,arrival_worst_count,0.0
74,18.5,arrival_worst_count,0.0
75,18.75,arrival_worst_count,0.0
76,19.0,arrival_worst_count,0.0
77,19.25,arrival_worst_count,0.0
78,19.5,arrival_worst_count,0.0
79,19.75,arrival_worst_count,0.0
80,20.0,arrival_worst_count,0.0
81,20.25,arrival_worst_count,0.0
82,20.5,arrival_worst_count,0.0
83,20.75,arrival_worst_count,0.0
84,21.0,arrival_worst_count,0.0
85,21.25,arrival_worst_count,0.0
86,21.5,arrival_worst_count,0.0
87,21.75,arrival_worst_count,0.0
88,22.0,arrival_worst_count,0.0
89,22.25,arrival_worst_count,0.0
90,22.5,arrival_worst_count,2.0
91,22.75,arrival_worst_count,0.0
92,23.0,arrival_worst_count,0.0
93,23.25,arrival_worst_count,0.0
94,23.5,arrival_worst_count,0.0
95,23.75,arrival_worst_count,0.0
0,0.0,in_port_nominal_count,8.0
1,0.25,in_port_nominal_count,8.0
2,0.5,in_port_nominal_count,8.0
3,0.75,in_port_nominal_count,8.0
4,1.0,in_port_nominal_count,8.0
5,1.25,in_port_nominal_count,8.0
6,1.5,in_port_nominal_count,8.0
7,1.75,in_port_nominal_count,7.0
8,2.0,in_port_nominal_count,7.0
9,2.25,in_port_nominal_count,7.0
10,2.5,in_port_nominal_count,6.0
11,2.75,in_port_nominal_count,6.0
12,3.0,in_port_nominal_count,5.0
13,3.25,in_port_nominal_count,5.0
14,3.5,in_port_nominal_count,5.0
15,3.75,in_port_nominal_count,4.0
16,4.0,in_port_nominal_count,4.0
17,4.25,in_port_nominal_count,4.0
18,4.5,in_port_nominal_count,2.0
19,4.75,in_port_nominal_count,2.0
20,5.0,in_port_nominal_count,3.0
21,5.25,in_port_nominal_count,3.0
22,5.5,in_port_nominal_count,3.0
23,5.75,in_port_nominal_count,3.0
24,6.0,in_port_nominal_count,3.0
25,6.25,in_port_nominal_count,2.0
26,6.5,in_port_nominal_count,2.0
27,6.75,in_port_nominal_count,2.0
28,7.0,in_port_nominal_count,2.0
29,7.25,in_port_nominal_count,2.0
30,7.5,in_port_nominal_count,1.0
31,7.75,in_port_nominal_count,1.0
32,8.0,in_port_nominal_count,1.0
33,8.25,in_port_nominal_count,1.0
34,8.5,in_port_nominal_count,2.0
35,8.75,in_port_nominal_count,2.0
36,9.0,in_port_nominal_count,2.0
37,9.25,in_port_nominal_count,2.0
38,9.5,in_port_nominal_count,3.0
39,9.75,in_port_nominal_count,3.0
40,10.0,in_port_nominal_count,3.0
41,10.25,in_port_nominal_count,3.0
42,10.5,in_port_nominal_count,3.0
43,10.75,in_port_nominal_count,3.0
44,11.0,in_port_nominal_count,3.0
45,11.25,in_port_nominal_count,3.0
46,11.5,in_port_nominal_count,3.0
47,11.75,in_port_nominal_count,3.0
48,12.0,in_port_nominal_count,4.0
49,12.25,in_port_nominal_count,4.0
50,12.5,in_port_nominal_count,4.0
51,12.75,in_port_nominal_count,5.0
52,13.0,in_port_nominal_count,6.0
53,13.25,in_port_nominal_count,6.0
54,13.5,in_port_nominal_count,7.0
55,13.75,in_port_nominal_count,8.0
56,14.0,in_port_nominal_count,8.0
57,14.25,in_port_nominal_count,8.0
58,14.5,in_port_nominal_count,9.0
59,14.75,in_port_nominal_count,9.0
60,15.0,in_port_nominal_count,9.0
61,15.25,in_port_nominal_count,9.0
62,15.5,in_port_nominal_count,10.0
63,15.75,in_port_nominal_count,10.0
