period,time_hour,wind_nominal_mw,wind_lower_mw,wind_upper_mw,wind_worst_mw,wind_fixed_hydrogen_mw,wind_nominal_electric_mw,wind_worst_electric_mw,arrival_nominal_count,arrival_worst_count,in_port_nominal_count,in_port_worst_count,active_quay_cranes_nominal,active_quay_cranes_worst,task_release_nominal_teu,task_release_worst_teu,task_release_rate_teu_per_h,task_done_rate_teu_per_h,base_load_mw,shore_power_nominal_mw,shore_power_worst_mw,quay_crane_power_nominal_mw,quay_crane_power_worst_mw,grid_buy_da_mw,grid_sell_da_mw,grid_buy_rt_mw,grid_sell_rt_mw,agv_charge_count_da,agv_charge_count,agv_charge_power_da_mw,agv_charge_power_rt_mw,agv_container_count,agv_lohc_count,agv_idle_count,lohc_power_da_mw,lohc_power_rt_mw,spill_da_mw,spill_rt_mw,h2_landing_rate_kg_per_h,h2_consumption_rate_kg_per_h,lohc_production_rate_kg_per_h,lohc_outbound_rate_kg_per_h,da_power_balance_residual_mw,rt_power_balance_residual_mw
50,12.5,10.21021021021021,8.168168168168169,12.252252252252251,10.21021021021021,4.084084084084084,6.126126126126126,6.126126126126126,0.0,0.0,4.0,3.0,16.0,12.0,140.0,105.0,420.0,420.0,2.5,12.0,9.0,8.0,6.0,16.573873873873875,0.0,16.573873873873872,0.0,0.0,6.0,0.0,0.8999999999999999,25.925925925925927,0.0,28.07407407407408,0.2,1.4,0.0,2.900000000000001,96.55019459459461,571.4285714285714,560.0,0.0,2.831068712794149e-15,-4.884981308350689e-15
51,12.75,9.75975975975976,7.807807807807807,11.711711711711713,9.75975975975976,3.903903903903904,5.8558558558558556,5.8558558558558556,1.0,0.0,5.0,3.0,16.0,12.0,140.0,105.0,420.0,420.0,2.5,15.0,9.0,8.0,6.0,19.844144144144146,0.0,19.8,0.0,0.0,6.0,0.0,0.8999999999999999,25.925925925925927,0.0,28.07407407407408,0.2,1.4,0.0,5.855855855855856,69.84482162162163,571.4285714285714,560.0,0.0,2.831068712794149e-15,-2.6645352591003757e-15
52,13.0,11.111111111111112,8.888888888888891,13.333333333333336,11.11111111111111,4.4444444444444455,6.666666666666667,6.666666666666665,2.0,3.0,6.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,18.0,15.0,8.0,8.0,22.33333333333333,0.0,22.33333333333333,0.0,2.0,8.0,0.3,1.2,34.5679012345679,0.0,17.4320987654321,0.2,1.4,0.0,0.8999999999999981,66.76343243243242,571.4285714285714,560.0,0.0,-3.552713678800501e-15,-5.10702591327572e-15
53,13.25,11.411411411411411,9.12912912912913,13.693693693693692,11.411411411411411,4.564564564564565,6.846846846846846,6.846846846846846,0.0,0.0,6.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,18.0,15.0,8.0,8.0,21.853153153153155,0.0,21.853153153153148,0.0,0.0,6.0,0.0,0.8999999999999999,34.5679012345679,19.43209876543209,7.105427357601002e-15,0.2,1.4,0.0,0.9000000000000012,76.00760000000001,571.4285714285714,560.0,495.5185185185184,2.831068712794149e-15,-5.329070518200751e-15
54,13.5,8.258258258258259,6.606606606606607,9.90990990990991,8.258258258258259,3.3033033033033035,4.954954954954955,4.954954954954955,1.0,1.0,7.0,6.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,21.0,18.0,8.0,8.0,26.745045045045043,0.0,26.74504504504504,0.0,0.0,6.0,0.0,0.8999999999999999,34.5679012345679,19.43209876543209,7.105427357601002e-15,0.2,1.4,0.0,0.8999999999999959,78.06185945945946,571.4285714285714,560.0,495.5185185185184,-4.274358644806853e-15,0.0
55,13.75,5.855855855855856,4.684684684684685,7.027027027027027,5.855855855855856,2.3423423423423424,3.513513513513514,3.513513513513514,1.0,2.0,8.0,8.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,24.0,24.0,8.0,8.0,31.186486486486487,0.0,31.486486486486484,0.0,0.0,2.0,0.0,0.3,34.5679012345679,16.60130718954261,6.830791575889492,0.2,0.2,0.0,0.0,56.492135135135136,81.63265306122447,80.0,423.3333333333365,2.831068712794149e-15,0.0
56,14.0,3.153153153153154,2.522522522522523,3.783783783783784,3.153153153153154,1.2612612612612615,1.8918918918918923,1.8918918918918923,0.0,0.0,8.0,8.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,24.0,24.0,8.0,8.0,33.40810810810811,0.0,33.40810810810811,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,40.05805945945946,81.63265306122447,80.0,0.0,4.3298697960381105e-15,4.3298697960381105e-15
57,14.25,2.5525525525525525,2.042042042042042,3.063063063063063,2.5525525525525525,1.021021021021021,1.5315315315315314,1.5315315315315314,0.0,0.0,8.0,8.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,24.0,24.0,8.0,8.0,33.16846846846847,0.0,33.16846846846847,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,21.56972432432433,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
58,14.5,1.5015015015015014,1.201201201201201,1.801801801801802,1.5015015015015016,0.6006006006006006,0.9009009009009008,0.900900900900901,1.0,1.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,36.7990990990991,0.0,36.7990990990991,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,17.46120540540541,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
59,14.75,3.3033033033033035,2.642642642642643,3.963963963963964,3.3033033033033035,1.3213213213213215,1.981981981981982,1.981981981981982,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,35.71801801801802,0.0,36.31801801801802,0.0,0.0,4.0,0.0,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,10.271297297297297,81.63265306122447,80.0,0.0,2.831068712794149e-15,4.3298697960381105e-15
60,15.0,2.2522522522522523,1.8018018018018018,2.7027027027027026,2.2522522522522523,0.900900900900901,1.3513513513513513,1.3513513513513513,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,36.34864864864865,0.0,36.34864864864865,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,22.596854054054056,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,2.831068712794149e-15
61,15.25,4.504504504504505,3.6036036036036037,5.405405405405405,4.504504504504505,1.801801801801802,2.7027027027027026,2.7027027027027026,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,34.9972972972973,0.0,34.997297297297294,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.1999999999999943,0.0,0.0,15.406945945945946,81.6326530612222,79.99999999999775,648.5185185185184,2.831068712794149e-15,1.4432899320127035e-15
62,15.5,6.306306306306308,5.045045045045046,7.567567567567568,6.306306306306308,2.522522522522523,3.7837837837837847,3.7837837837837847,1.0,1.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,36.91621621621622,0.0,38.116216216216216,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,1.4,0.0,0.0,30.813891891891892,571.4285714285714,560.0,0.0,2.831068712794149e-15,-1.3322676295501878e-15
63,15.75,4.354354354354355,3.4834834834834836,5.225225225225225,4.354354354354355,1.7417417417417418,2.6126126126126126,2.6126126126126126,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,38.08738738738739,0.0,38.08738738738739,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,43.13944864864866,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
64,16.0,6.006006006006006,4.804804804804804,7.207207207207208,6.006006006006006,2.4024024024024024,3.603603603603603,3.603603603603603,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.0963963963964,0.0,37.0963963963964,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,29.786762162162162,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
65,16.25,5.555555555555556,4.4444444444444455,6.666666666666668,5.555555555555556,2.2222222222222228,3.3333333333333335,3.3333333333333335,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.96666666666667,0.0,37.96666666666667,0.0,4.00000000000001,4.00000000000001,0.6000000000000015,0.6000000000000014,34.5679012345679,0.0,21.43209876543209,0.2,0.2,0.0,0.0,41.08518918918919,81.63265306122447,80.0,0.0,2.7755575615628914e-15,2.886579864025407e-15
66,16.5,6.156156156156157,4.924924924924925,7.387387387387388,6.156156156156157,2.462462462462463,3.6936936936936937,3.6936936936936937,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,34.00630630630631,0.0,34.00630630630631,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,38.003800000000005,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
67,16.75,4.804804804804806,3.8438438438438447,5.765765765765766,4.804804804804806,1.9219219219219223,2.8828828828828836,2.8828828828828836,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,34.88950520309334,0.0,34.88950520309334,0.0,0.4825872398414917,0.4825872398414917,0.07238808597622376,0.0723880859762237,34.5679012345679,0.0,24.94951152559061,0.2,0.2,0.0,0.0,42.11231891891892,81.63265306122447,80.0,0.0,8.881784197001252e-16,9.43689570931383e-16
68,17.0,5.555555555555556,4.4444444444444455,6.666666666666668,5.555555555555556,2.2222222222222228,3.3333333333333335,3.3333333333333335,1.0,1.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.36666666666667,0.0,37.36666666666667,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,32.86815135135136,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
69,17.25,5.405405405405406,4.3243243243243255,6.486486486486487,5.405405405405406,2.1621621621621627,3.2432432432432434,3.2432432432432434,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.45675675675676,0.0,37.45675675675676,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,38.003800000000005,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,2.831068712794149e-15
70,17.5,3.9039039039039043,3.123123123123124,4.684684684684686,3.903903903903904,1.561561561561562,2.3423423423423424,2.342342342342342,0.0,0.0,9.0,9.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,27.0,8.0,8.0,35.35765765765766,0.0,35.35765765765766,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,36.976670270270276,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,2.831068712794149e-15
71,17.75,2.702702702702703,2.1621621621621627,3.2432432432432434,2.702702702702703,1.0810810810810814,1.6216216216216217,1.6216216216216217,1.0,1.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,39.07837837837838,0.0,39.07837837837838,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2000000000000028,0.2,0.0,0.0,26.705372972972977,81.63265306122447,80.0,0.0,5.551115123125783e-17,2.831068712794149e-15
72,18.0,4.2042042042042045,3.363363363363364,5.045045045045046,4.2042042042042045,1.681681681681682,2.5225225225225225,2.5225225225225225,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,38.17747747747748,0.0,38.17747747747748,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,18.488335135135138,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
73,18.25,6.606606606606607,5.285285285285286,7.927927927927928,6.606606606606607,2.642642642642643,3.963963963963964,3.963963963963964,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,36.73603603603604,0.0,36.73603603603604,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,28.759632432432436,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
74,18.5,4.954954954954955,3.9639639639639634,5.945945945945946,4.954954954954955,1.981981981981982,2.972972972972973,2.972972972972973,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.72702702702703,0.0,37.72702702702703,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,45.19370810810811,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
75,18.75,7.6576576576576585,6.126126126126126,9.18918918918919,7.6576576576576585,3.0630630630630633,4.594594594594595,4.594594594594595,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,36.70540540540541,0.0,36.70540540540541,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,33.89528108108108,81.63265306122447,80.0,0.0,4.3298697960381105e-15,4.3298697960381105e-15
76,19.0,7.5075075075075075,6.006006006006006,9.00900900900901,7.5075075075075075,3.003003003003003,4.504504504504505,4.504504504504505,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.3954954954955,0.0,37.3954954954955,0.0,8.0,8.0,1.2,1.2,34.5679012345679,0.0,17.4320987654321,0.2,0.2,0.0,0.0,52.38361621621622,81.63265306122447,80.0,0.0,5.773159728050814e-15,5.773159728050814e-15
77,19.25,7.057057057057058,5.645645645645646,8.468468468468469,7.057057057057058,2.8228228228228236,4.2342342342342345,4.2342342342342345,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,37.06576576576577,0.0,37.06576576576577,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,51.35648648648648,81.63265306122447,80.0,0.0,4.3298697960381105e-15,4.3298697960381105e-15
78,19.5,10.360360360360362,8.28828828828829,12.432432432432433,10.360360360360362,4.1441441441441444,6.216216216216218,6.216216216216218,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,34.483783783783785,0.0,34.483783783783785,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,48.27509729729731,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
79,19.75,8.408408408408409,6.726726726726728,10.090090090090092,8.408408408408409,3.363363363363364,5.045045045045045,5.045045045045045,0.0,0.0,10.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,30.0,30.0,8.0,8.0,35.65495495495496,0.0,35.65495495495496,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,70.87195135135136,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
80,20.0,8.408408408408409,6.726726726726728,10.090090090090092,8.408408408408409,3.363363363363364,5.045045045045045,5.045045045045045,0.0,0.0,9.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,30.0,8.0,8.0,32.65495495495496,0.0,35.65495495495496,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,57.51926486486487,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,2.831068712794149e-15
81,20.25,14.714714714714715,11.771771771771771,17.65765765765766,14.714714714714715,5.8858858858858865,8.82882882882883,8.82882882882883,0.0,0.0,9.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,30.0,8.0,8.0,28.871171171171174,0.0,31.87117117117117,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,57.51926486486487,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
82,20.5,22.972972972972975,18.378378378378383,27.567567567567572,22.972972972972975,9.189189189189191,13.783783783783784,13.783783783783784,0.0,0.0,9.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,27.0,30.0,8.0,8.0,23.916216216216213,0.0,26.91621621621622,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,100.65871351351352,81.63265306122447,80.0,0.0,-4.274358644806853e-15,2.831068712794149e-15
83,20.75,24.624624624624627,19.6996996996997,29.549549549549553,24.624624624624623,9.849849849849852,14.774774774774775,14.774774774774771,0.0,0.0,8.0,10.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,24.0,30.0,8.0,8.0,19.925225225225223,0.0,25.92522522522523,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,157.1508486486487,81.63265306122447,80.0,0.0,-4.274358644806853e-15,2.831068712794149e-15
84,21.0,21.32132132132132,17.057057057057055,25.585585585585584,21.32132132132132,8.528528528528527,12.792792792792794,12.792792792792794,0.0,0.0,6.0,7.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,18.0,21.0,8.0,8.0,15.907207207207207,0.0,18.907207207207207,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,168.4492756756757,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,2.831068712794149e-15
85,21.25,12.462462462462463,9.96996996996997,14.954954954954955,12.462462462462465,4.984984984984985,7.477477477477478,7.47747747747748,0.0,0.0,6.0,7.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,18.0,21.0,8.0,8.0,21.22252252252252,0.0,24.222522522522524,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,145.8524216216216,81.63265306122447,80.0,0.0,-7.216449660063518e-16,2.831068712794149e-15
86,21.5,13.063063063063064,10.45045045045045,15.675675675675677,13.063063063063064,5.225225225225225,7.837837837837839,7.837837837837839,0.0,0.0,5.0,6.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,15.0,18.0,8.0,8.0,17.86216216216216,0.0,20.862162162162164,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,85.25176756756757,81.63265306122447,80.0,648.5185185185184,-7.216449660063518e-16,2.831068712794149e-15
87,21.75,16.516516516516518,13.213213213213214,19.81981981981982,16.516516516516518,6.606606606606607,9.90990990990991,9.90990990990991,0.0,0.0,4.0,4.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,12.0,12.0,8.0,8.0,13.390090090090087,0.0,13.39009009009009,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,89.36028648648649,81.63265306122447,80.0,0.0,-2.7755575615628914e-15,7.771561172376096e-16
88,22.0,15.915915915915916,12.732732732732734,19.0990990990991,15.915915915915916,6.366366366366367,9.54954954954955,9.54954954954955,0.0,0.0,4.0,4.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,12.0,12.0,8.0,8.0,13.150450450450451,0.0,13.150450450450451,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.200000000000001,0.2,0.0,0.0,112.98427027027027,81.63265306122447,80.0,648.5185185185184,1.8318679906315083e-15,2.831068712794149e-15
89,22.25,13.813813813813814,11.051051051051052,16.576576576576574,13.813813813813816,5.525525525525526,8.288288288288289,8.288288288288289,0.0,0.0,4.0,4.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,12.0,12.0,8.0,8.0,14.411711711711712,0.0,14.411711711711712,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,108.87575135135135,81.63265306122447,80.0,0.0,2.831068712794149e-15,2.831068712794149e-15
90,22.5,17.41741741741742,13.933933933933934,20.9009009009009,17.41741741741742,6.966966966966967,10.45045045045045,10.45045045045045,2.0,2.0,5.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,15.0,15.0,8.0,8.0,15.849549549549549,0.0,15.84954954954955,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,94.49593513513514,81.63265306122447,80.0,0.0,-2.7755575615628914e-15,7.771561172376096e-16
91,22.75,16.216216216216218,12.972972972972974,19.45945945945946,16.216216216216218,6.486486486486487,9.72972972972973,9.72972972972973,0.0,0.0,5.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,15.0,15.0,8.0,8.0,16.57027027027027,0.0,16.57027027027027,0.0,4.0,4.0,0.6,0.6,34.5679012345679,0.0,21.4320987654321,0.2,0.2,0.0,0.0,119.14704864864865,81.63265306122447,80.0,0.0,7.771561172376096e-16,7.771561172376096e-16
92,23.0,8.108108108108109,6.486486486486487,9.72972972972973,8.108108108108109,3.2432432432432434,4.864864864864865,4.864864864864865,0.0,0.0,5.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,15.0,15.0,8.0,8.0,20.835135135135136,0.0,20.835135135135133,0.0,0.0,0.0,0.0,0.0,34.5679012345679,25.43209876543209,7.105427357601002e-15,0.2,0.2,0.0,0.0,110.93001081081081,81.63265306122447,80.0,648.5185185185184,2.831068712794149e-15,-4.274358644806853e-15
93,23.25,3.9039039039039043,3.123123123123124,4.684684684684686,3.903903903903904,1.561561561561562,2.3423423423423424,2.342342342342342,0.0,0.0,5.0,5.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,15.0,15.0,8.0,8.0,23.357657657657654,0.0,23.55944977235297,0.0,0.0,1.3452807646354488,0.0,0.2017921146953173,34.5679012345679,0.0,24.08681800079665,0.2,0.2,0.0,0.0,55.46500540540541,81.63265306122447,80.0,0.0,-4.274358644806853e-15,-5.9119376061289586e-15
94,23.5,3.4534534534534536,2.762762762762763,4.144144144144144,3.4534534534534536,1.3813813813813816,2.0720720720720722,2.0720720720720722,0.0,0.0,4.0,4.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,12.0,12.0,8.0,8.0,21.22792792792793,0.0,21.22792792792793,0.0,4.00000000000001,4.00000000000001,0.6000000000000015,0.6000000000000014,34.5679012345679,0.0,21.43209876543209,0.2,0.2,0.0,0.0,26.705372972972977,81.63265306122447,80.0,0.0,-7.771561172376096e-16,-6.661338147750939e-16
95,23.75,3.3033033033033035,2.642642642642643,3.963963963963964,3.3033033033033035,1.3213213213213215,1.981981981981982,1.981981981981982,0.0,0.0,4.0,4.0,16.0,16.0,140.0,140.0,560.0,560.0,2.5,12.0,12.0,8.0,8.0,20.718018018018014,0.0,20.718018018018014,0.0,0.0,0.0,0.0,0.0,34.5679012345679,0.0,25.4320987654321,0.2,0.2,0.0,0.0,23.623983783783785,81.63265306122447,80.0,0.0,-4.274358644806853e-15,-4.274358644806853e-15
