policy_case,scenario_case,scenario_sha256,series,period,time_hour,value
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,24,6.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,25,6.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,26,6.5,42.71604938271605
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,27,6.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,28,7.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,29,7.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,30,7.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,31,7.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,32,8.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,33,8.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,34,8.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,35,8.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,36,9.0,45.358024691358025
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,37,9.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,38,9.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,39,9.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,40,10.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,41,10.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,42,10.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,43,10.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,44,11.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,45,11.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,46,11.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,47,11.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,48,12.0,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,49,12.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,50,12.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,51,12.75,19.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,52,13.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,53,13.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,54,13.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,55,13.75,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,56,14.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,57,14.25,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,58,14.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,59,14.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,60,15.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,61,15.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,62,15.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,63,15.75,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,64,16.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,65,16.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,66,16.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,67,16.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,68,17.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,69,17.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,70,17.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,71,17.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,72,18.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,73,18.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,74,18.5,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,75,18.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,76,19.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,77,19.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,78,19.5,13.971133849732993
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,79,19.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,80,20.0,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,81,20.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,82,20.5,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,83,20.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,84,21.0,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,85,21.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,86,21.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,87,21.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,88,22.0,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,89,22.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,90,22.5,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,91,22.75,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,92,23.0,25.432098765432094
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,93,23.25,0.0
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,94,23.5,21.432098765432084
C1,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,95,23.75,25.432098765432094
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,0,0.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,1,0.25,10.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,2,0.5,20.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,3,0.75,31.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,4,1.0,41.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,5,1.25,52.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,6,1.5,62.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,7,1.75,72.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,8,2.0,83.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,9,2.25,93.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,10,2.5,104.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,11,2.75,114.39999999999999
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,12,3.0,124.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,13,3.25,135.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,14,3.5,145.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,15,3.75,156.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,16,4.0,166.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,17,4.25,176.79999999999998
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,18,4.5,187.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,19,4.75,127.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,20,5.0,68.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,21,5.25,43.400000000000006
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,22,5.5,18.80000000000001
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,23,5.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,24,6.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,25,6.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,26,6.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,27,6.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,28,7.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,29,7.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,30,7.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,31,7.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,32,8.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,33,8.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,34,8.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,35,8.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,36,9.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,37,9.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,38,9.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,39,9.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,40,10.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,41,10.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,42,10.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,43,10.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,44,11.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,45,11.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,46,11.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,47,11.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,48,12.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,49,12.25,10.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,50,12.5,20.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,51,12.75,31.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,52,13.0,41.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,53,13.25,52.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,54,13.5,62.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,55,13.75,72.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,56,14.0,83.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,57,14.25,93.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,58,14.5,104.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,59,14.75,114.39999999999999
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,60,15.0,124.8
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,61,15.25,135.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,62,15.5,145.6
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,63,15.75,156.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,64,16.0,166.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,65,16.25,176.79999999999998
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,66,16.5,187.2
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,67,16.75,197.59999999999997
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,68,17.0,208.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,69,17.25,218.4
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,70,17.5,228.80000000000004
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,71,17.75,239.20000000000005
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,72,18.0,249.60000000000008
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,73,18.25,260.0000000000001
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,74,18.5,270.4000000000001
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,75,18.75,280.8000000000001
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,76,19.0,291.20000000000016
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,77,19.25,301.6000000000002
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,78,19.5,312.00000000000017
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,79,19.75,322.4000000000002
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,80,20.0,332.80000000000024
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,81,20.25,343.2000000000003
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,82,20.5,353.60000000000025
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,83,20.75,364.0000000000003
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,84,21.0,374.4000000000003
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,85,21.25,384.80000000000035
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,86,21.5,395.20000000000033
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,87,21.75,405.60000000000036
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,88,22.0,416.0000000000004
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,89,22.25,426.40000000000043
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,90,22.5,436.80000000000047
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,91,22.75,447.20000000000044
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,92,23.0,457.6000000000005
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,93,23.25,468.0000000000005
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,94,23.5,478.40000000000055
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,95,23.75,488.8000000000005
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,backlog_teu,96,24.0,499.20000000000056
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,0,0.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,1,0.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,2,0.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,3,0.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,4,1.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,5,1.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,6,1.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,7,1.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,8,2.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,9,2.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,10,2.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,11,2.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,12,3.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,13,3.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,14,3.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,15,3.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,16,4.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,17,4.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,18,4.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,19,4.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,20,5.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,21,5.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,22,5.5,30.567901234567906
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,23,5.75,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,24,6.0,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,25,6.25,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,26,6.5,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,27,6.75,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,28,7.0,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,29,7.25,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,30,7.5,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,31,7.75,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,32,8.0,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,33,8.25,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,34,8.5,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,35,8.75,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,36,9.0,8.641975308641975
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,37,9.25,17.28395061728395
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,38,9.5,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,39,9.75,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,40,10.0,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,41,10.25,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,42,10.5,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,43,10.75,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,44,11.0,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,45,11.25,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,46,11.5,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,47,11.75,25.925925925925927
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,48,12.0,32.0
