iteration,lower_bound,global_upper_bound,gap_abs,gap_rel,theta,phase1_objective,cost_adversary_objective,scenario_count,action
1,92.64436679479806,104.72079643860621,12.076429643808154,0.11532026163387805,-168.15327580835103,2.7003647813564622e-09,-156.07684616454372,2,add_cost_scenario
2,102.43620652162173,102.5165764479994,0.08036992637767071,0.0007839700579392409,-155.66714217471736,1.9444444448761026e-09,-155.58677224833903,2,certified
