period,agv_charge_count,agv_charge_power_rt_mw,agv_container_count,agv_idle_count,agv_lohc_count,backlog,backlog_tasks,charge_deviation_mw,charge_deviation_negative_mw,charge_deviation_positive_mw,grid_buy_rt_mw,grid_deviation_mw,grid_deviation_negative_mw,grid_deviation_positive_mw,grid_rt_mw,grid_sell_rt_mw,hydrogen_inventory,hydrogen_inventory_kg,hydrogen_to_lohc_kg,lohc_deviation_mw,lohc_deviation_negative_mw,lohc_deviation_positive_mw,lohc_inventory,lohc_inventory_kg,lohc_outbound_kg,lohc_outbound_normalized,lohc_power_rt_mw,lohc_production_kg,soc,spill_deviation_mw,spill_deviation_negative_mw,spill_deviation_positive_mw,spill_rt_mw,task_done
41,0.0,0.0,25.925925925925927,34.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.168468468468465,0.0,8.881784197001252e-16,0.0,6.168468468468465,0.0,0.7362016164018672,1509.2133136238278,20.408163265306122,0.0,-0.0,0.0,0.5101940035273366,535.7037037037034,0.0,0.0,0.2,20.0,0.7408948723347684,0.0,-0.0,0.0,0.0,105.0
42,4.0000000000000036,0.6000000000000005,25.925925925925927,30.074074074074073,0.0,0.0,0.0,0.0,-0.0,0.0,8.3,0.0,0.0,0.0,8.3,0.0,0.7434069968789097,1523.9843436017647,20.408163265306122,0.0,-0.0,0.0,0.5292416225749557,555.7037037037035,0.0,0.0,0.2,20.0,0.7353393167792128,0.0,-0.0,0.0,0.0,105.0
43,0.0,0.0,25.925925925925927,34.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.258558558558558,0.0,8.881784197001252e-16,0.0,6.258558558558558,0.0,0.7494850398477122,1536.44433168781,20.408163265306122,0.0,-0.0,0.0,0.5482892416225748,575.7037037037035,0.0,0.0,0.2,20.0,0.7364266183665145,0.0,-0.0,0.0,0.0,105.0
44,4.0,0.6,25.925925925925927,30.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.67837837837838,0.0,0.0,2.6645352591003757e-15,6.67837837837838,0.0,0.7534336675231726,1544.539018422504,20.408163265306122,0.0,-0.0,0.0,0.5673368606701938,595.7037037037036,0.0,0.0,0.2,20.0,0.7308710628109589,0.0,-0.0,0.0,0.0,105.0
45,0.0,0.0,25.925925925925927,34.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.799099099099099,0.0,0.0,8.881784197001252e-16,6.799099099099099,0.0,0.7593864507688374,1556.7422240761166,20.408163265306122,0.0,-0.0,0.0,0.5863844797178129,615.7037037037036,0.0,0.0,0.2,20.0,0.7319583643982606,0.0,-0.0,0.0,0.0,105.0
46,0.0,0.0,25.925925925925927,34.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.709009009009009,0.0,8.881784197001252e-16,0.0,6.709009009009009,0.0,0.7655897534607777,1569.4589945945943,20.408163265306122,0.0,-0.0,0.0,0.605432098765432,635.7037037037036,0.0,0.0,0.2,20.0,0.726402808842705,0.0,-0.0,0.0,0.0,105.0
47,2.0,0.3,25.925925925925927,32.074074074074076,0.0,0.0,0.0,0.0,-0.0,0.0,6.288288288288289,0.0,0.0,1.7763568394002505e-15,6.288288288288289,0.0,0.7707909783676159,1580.1215056536125,20.408163265306122,0.0,-0.0,0.0,0.6244797178130511,655.7037037037037,0.0,0.0,0.2,20.0,0.7208472532871495,0.0,-0.0,0.0,0.0,105.0
48,6.0,0.8999999999999999,25.925925925925927,0.0,28.074074074074076,0.0,0.0,0.9,0.0,0.8999999999999999,15.222522522522516,0.0,5.329070518200751e-15,0.0,15.222522522522516,0.0,0.7761174629975918,1591.0407991450631,142.85714285714286,1.2,0.0,1.2,0.6435273368606702,675.7037037037037,178.97222222222223,0.17044973544973546,1.4,140.0,0.7186131263030227,2.899999999999999,0.0,2.899999999999999,2.899999999999999,105.0
49,6.0,0.8999999999999999,25.925925925925927,0.0,28.074074074074076,0.0,0.0,0.9,0.0,0.8999999999999999,14.231531531531527,0.0,3.552713678800501e-15,0.0,14.231531531531527,0.0,0.7227148158556763,1481.5653725041363,142.85714285714286,1.2,0.0,1.2,0.6064109347442681,636.7314814814815,178.97222222222223,0.17044973544973546,1.4,140.0,0.7170059834458797,2.899999999999999,0.0,2.899999999999999,2.899999999999999,105.0
50,6.0,0.8999999999999999,25.925925925925927,28.074074074074076,0.0,0.0,0.0,0.9,0.0,0.8999999999999999,16.573873873873872,0.0,3.552713678800501e-15,0.0,16.573873873873872,0.0,0.6634249617262856,1360.0211715388855,142.85714285714286,1.2,0.0,1.2,0.569294532627866,597.7592592592594,0.0,0.0,1.4,140.0,0.715398840588737,2.900000000000001,0.0,2.900000000000001,2.900000000000001,105.0
51,6.0,0.8999999999999999,25.925925925925927,28.074074074074076,0.0,0.0,0.0,0.9,0.0,0.8999999999999999,19.799999999999997,0.04414414414414214,0.044144144144144803,0.0,19.799999999999997,0.0,0.6055129645514103,1241.3015773303912,142.85714285714286,1.2,0.0,1.2,0.7026278659611993,737.7592592592592,0.0,0.0,1.4,140.0,0.7198075707474672,5.8558558558558556,0.0,5.8558558558558556,5.8558558558558556,105.0
52,8.0,1.2,34.5679012345679,17.4320987654321,0.0,0.0,0.0,0.9,0.0,0.8999999999999999,22.33333333333333,0.0,3.552713678800501e-15,0.0,22.33333333333333,0.0,0.5443442145749531,1115.9056398786538,142.85714285714286,1.2,0.0,1.2,0.8359611992945326,877.7592592592592,0.0,0.0,1.4,140.0,0.7242163009061973,0.8999999999999981,0.0,0.8999999999999981,0.8999999999999981,140.0
53,6.0,0.8999999999999999,34.5679012345679,7.105427357601002e-15,19.432098765432094,0.0,0.0,0.9,0.0,0.8999999999999999,21.853153153153148,0.0,7.105427357601002e-15,0.0,21.853153153153148,0.0,0.48279968542908247,989.7393551296191,142.85714285714286,1.2,0.0,1.2,0.9692945326278659,1017.7592592592592,123.8796296296296,0.11798059964726629,1.4,140.0,0.7300946077845041,0.9000000000000012,0.0,0.9000000000000012,0.9000000000000012,140.0
54,6.0,0.8999999999999999,34.5679012345679,7.105427357601002e-15,19.432098765432094,0.0,0.0,0.9,0.0,0.8999999999999999,26.74504504504504,0.0,3.552713678800501e-15,0.0,26.74504504504504,0.0,0.4223824937914518,865.8841122724763,142.85714285714286,1.2,0.0,1.2,0.984647266313933,1033.8796296296296,123.8796296296296,0.11798059964726629,1.4,140.0,0.7284874649273614,0.8999999999999959,0.0,0.8999999999999959,0.8999999999999959,140.0
55,2.0,0.3,34.5679012345679,6.830791575889492,16.60130718954261,0.0,0.0,0.3,0.0,0.3,31.486486486486484,0.29999999999999805,0.0,0.29999999999999716,31.486486486486484,0.0,0.3622158216000967,742.5424342801982,20.408163265306122,0.0,-0.0,0.0,1.0,1050.0,105.83333333333412,0.10079365079365155,0.2,20.0,0.7268803220702185,0.0,-0.0,0.0,0.0,140.0
56,4.0,0.6,34.5679012345679,21.4320987654321,0.0,0.0,0.0,0.0,-0.0,0.0,33.40810810810811,0.0,0.0,0.0,33.40810810810811,0.0,0.3591499047798419,736.2573047986758,20.408163265306122,0.0,-0.0,0.0,0.9182539682539674,964.1666666666658,0.0,0.0,0.2,20.0,0.7192369202650519,0.0,-0.0,0.0,0.0,140.0
57,0.0,0.0,34.5679012345679,25.4320987654321,0.0,0.0,0.0,0.0,-0.0,0.0,33.16846846846847,0.0,0.0,0.0,33.16846846846847,0.0,0.35407983238938273,725.8636563982346,20.408163265306122,0.0,-0.0,0.0,0.9373015873015865,984.1666666666658,0.0,0.0,0.2,20.0,0.7184723700005018,0.0,-0.0,0.0,0.0,140.0
58,0.0,0.0,34.5679012345679,25.4320987654321,0.0,0.0,0.0,0.0,-0.0,0.0,36.7990990990991,0.0,0.0,0.0,36.7990990990991,0.0,0.3467550849824437,710.8479242140095,20.408163265306122,0.0,-0.0,0.0,0.9563492063492056,1004.166666666666,0.0,0.0,0.2,20.0,0.7110649625930943,0.0,-0.0,0.0,0.0,140.0
59,4.0,0.6,34.5679012345679,21.4320987654321,0.0,0.0,0.0,0.6,0.0,0.6,36.31801801801802,0.5999999999999959,0.0,0.6000000000000014,36.31801801801802,0.0,0.3389292986829535,694.8050623000547,20.408163265306122,0.0,-0.0,0.0,0.9753968253968247,1024.1666666666658,0.0,0.0,0.2,20.0,0.703657555185687,0.0,-0.0,0.0,0.0,140.0
60,0.0,0.0,34.5679012345679,7.105427357601002e-15,25.432098765432094,0.0,0.0,0.0,-0.0,0.0,36.34864864864865,0.0,0.0,0.0,36.34864864864865,0.0,0.330226694321499,676.9647233590729,20.408163265306122,0.0,-0.0,0.0,0.9944444444444438,1044.166666666666,162.1296296296296,0.1544091710758377,0.2,20.0,0.7028930049211366,0.0,-0.0,0.0,0.0,140.0
