period,agv_charge_count,agv_charge_power_rt_mw,agv_container_count,agv_idle_count,agv_lohc_count,backlog,backlog_tasks,charge_deviation_mw,charge_deviation_negative_mw,charge_deviation_positive_mw,grid_buy_rt_mw,grid_deviation_mw,grid_deviation_negative_mw,grid_deviation_positive_mw,grid_rt_mw,grid_sell_rt_mw,hydrogen_inventory,hydrogen_inventory_kg,hydrogen_to_lohc_kg,lohc_deviation_mw,lohc_deviation_negative_mw,lohc_deviation_positive_mw,lohc_inventory,lohc_inventory_kg,lohc_outbound_kg,lohc_outbound_normalized,lohc_power_rt_mw,lohc_production_kg,soc,spill_deviation_mw,spill_deviation_negative_mw,spill_deviation_positive_mw,spill_rt_mw,task_done
55,0.0,0.0,32.0,28.0,0.0,0.006066666666666666,72.8,0.0,-0.0,0.0,31.186486486486487,0.0,0.0,0.0,31.186486486486487,0.0,0.3622158216000964,742.5424342801977,20.408163265306122,0.0,-0.0,0.0,0.3595238095238102,377.5000000000007,0.0,0.0,0.2,20.0,0.7170513554245495,0.0,-0.0,0.0,0.0,129.60000000000002
56,0.0,0.0,32.0,0.0,28.0,0.006933333333333333,83.2,0.0,-0.0,0.0,32.80810810810811,0.0,0.0,0.0,32.80810810810811,0.0,0.3591499047798416,736.2573047986752,20.408163265306122,0.0,-0.0,0.0,0.3785714285714292,397.5000000000007,178.5,0.17,0.2,20.0,0.7101942125674066,0.0,-0.0,0.0,0.0,129.6
57,4.00000000000001,0.6000000000000014,32.0,23.99999999999999,0.0,0.0078,93.6,0.0,-0.0,0.0,33.76846846846847,0.0,0.0,0.0,33.76846846846847,0.0,0.35407983238938245,725.8636563982341,20.408163265306122,0.0,-0.0,0.0,0.22761904761904828,239.00000000000068,0.0,0.0,0.2,20.0,0.6973370697102638,0.0,-0.0,0.0,0.0,129.6
58,0.0,0.0,32.0,28.0,0.0,0.008666666666666666,104.0,0.0,-0.0,0.0,36.7990990990991,0.0,0.0,0.0,36.7990990990991,0.0,0.3467550849824434,710.8479242140089,20.408163265306122,0.0,-0.0,0.0,0.2466666666666673,259.0000000000007,0.0,0.0,0.2,20.0,0.697122783995978,0.0,-0.0,0.0,0.0,129.60000000000002
59,0.0,0.0,32.0,28.0,0.0,0.009533333333333333,114.39999999999999,0.0,-0.0,0.0,35.71801801801802,0.0,0.0,0.0,35.71801801801802,0.0,0.33892929868295324,694.8050623000541,20.408163265306122,0.0,-0.0,0.0,0.26571428571428635,279.0000000000007,0.0,0.0,0.2,20.0,0.6902656411388352,0.0,-0.0,0.0,0.0,129.59999999999997
60,0.0,0.0,32.0,28.0,0.0,0.0104,124.8,0.0,-0.0,0.0,36.34864864864865,0.0,0.0,0.0,36.34864864864865,0.0,0.3302266943214987,676.9647233590723,20.408163265306122,0.0,-0.0,0.0,0.2847619047619054,299.0000000000006,0.0,0.0,0.2,20.0,0.6834084982816923,0.0,-0.0,0.0,0.0,129.60000000000002
61,0.0,0.0,32.0,28.0,0.0,0.011266666666666666,135.2,0.0,-0.0,0.0,36.19729729729729,1.1999999999999849,0.0,1.1999999999999886,36.19729729729729,0.0,0.3230272066376974,662.2057736072796,142.85714285714178,1.1999999999999895,0.0,1.1999999999999895,0.3038095238095244,319.0000000000006,0.0,0.0,1.3999999999999895,139.99999999999895,0.6765513554245494,0.0,-0.0,0.0,0.0,129.6
62,0.0,0.0,32.0,28.0,0.0,0.012133333333333333,145.6,0.0,-0.0,0.0,36.91621621621621,0.0,7.105427357601002e-15,0.0,36.91621621621621,0.0,0.2552196913349387,523.2003672366244,20.408163265306122,0.0,-0.0,0.0,0.4371428571428567,458.99999999999955,0.0,0.0,0.2,20.0,0.6696942125674065,0.0,-0.0,0.0,0.0,129.60000000000002
63,0.0,0.0,32.0,28.0,0.0,0.013,156.0,0.0,-0.0,0.0,38.08738738738739,0.0,0.0,0.0,38.08738738738739,0.0,0.24902228143623964,510.49567694429123,20.408163265306122,0.0,-0.0,0.0,0.45619047619047576,478.99999999999955,0.0,0.0,0.2,20.0,0.6628370697102636,0.0,-0.0,0.0,0.0,129.6
64,0.0,0.0,32.0,0.0,28.0,0.013866666666666666,166.4,0.0,-0.0,0.0,37.0963963963964,0.0,0.0,0.0,37.0963963963964,0.0,0.2443279882151938,500.8723758411473,20.408163265306122,0.0,-0.0,0.0,0.4752380952380948,498.99999999999955,178.5,0.17,0.2,20.0,0.6559799268531207,0.0,-0.0,0.0,0.0,129.6
65,4.0,0.6,32.0,24.0,0.0,0.014733333333333333,176.79999999999998,0.0,-0.0,0.0,37.96666666666667,0.0,0.0,0.0,37.96666666666667,0.0,0.23800531859335694,487.91090311638175,20.408163265306122,0.0,2.831068712794149e-15,0.0,0.32428571428571384,340.49999999999955,0.0,0.0,0.2,20.0,0.6431227839959778,0.0,-0.0,0.0,0.0,129.59999999999997
66,4.0,0.6,32.0,24.0,0.0,0.0156,187.2,0.0,-0.0,0.0,37.60630630630631,2.999999999999997,0.0,3.0,37.60630630630631,0.0,0.23306050592603555,477.7740371483729,20.408163265306122,0.0,-0.0,0.0,0.3433333333333329,360.49999999999955,0.0,0.0,0.2,20.0,0.642908498281692,0.0,-0.0,0.0,0.0,129.60000000000002
67,0.0,0.0,32.0,28.0,0.0,0.016466666666666664,197.59999999999997,0.0,-0.0,0.0,37.81711711711712,2.9999999999999947,0.0,3.0,37.81711711711712,0.0,0.22773991408930086,466.8668238830668,20.408163265306122,0.0,-0.0,0.0,0.3623809523809519,380.4999999999995,0.0,0.0,0.2,20.0,0.6426942125674063,0.0,-0.0,0.0,0.0,129.59999999999997
68,4.0,0.6,32.0,24.0,0.0,0.017333333333333333,208.0,0.6,0.0,0.6,40.96666666666667,3.5999999999999983,0.0,3.6000000000000014,40.96666666666667,0.0,0.22292036114511726,456.9867403474904,20.408163265306122,0.0,-0.0,0.0,0.38142857142857095,400.4999999999995,0.0,0.0,0.2,20.0,0.6358370697102634,0.0,-0.0,0.0,0.0,129.6
69,0.0,0.0,32.0,28.0,0.0,0.0182,218.4,0.0,-0.0,0.0,37.45675675675676,0.0,0.0,0.0,37.45675675675676,0.0,0.2169734706926937,444.7956149200221,20.408163265306122,0.0,-0.0,0.0,0.40047619047619,420.4999999999995,0.0,0.0,0.2,20.0,0.6356227839959777,0.0,-0.0,0.0,0.0,129.59999999999994
70,0.0,0.0,32.0,28.0,0.0,0.01906666666666667,228.80000000000004,0.0,-0.0,0.0,35.35765765765766,0.0,0.0,0.0,35.35765765765766,0.0,0.21165287885595901,433.888401654716,20.408163265306122,0.0,-0.0,0.0,0.419523809523809,440.4999999999995,0.0,0.0,0.2,20.0,0.6287656411388348,0.0,-0.0,0.0,0.0,129.60000000000002
71,0.0,0.0,32.0,28.0,0.0,0.019933333333333338,239.20000000000005,0.0,-0.0,0.0,39.07837837837838,0.0,0.0,0.0,39.07837837837838,0.0,0.20620702729608656,422.7244059569774,20.408163265306122,0.0,-0.0,0.0,0.43857142857142806,460.49999999999943,0.0,0.0,0.2,20.0,0.6219084982816919,0.0,-0.0,0.0,0.0,129.59999999999997
72,0.0,0.0,32.0,28.0,0.0,0.020800000000000006,249.60000000000008,0.0,-0.0,0.0,38.17747747747748,0.0,0.0,0.0,38.17747747747748,0.0,0.1995085785048364,408.9925859349146,20.408163265306122,0.0,-0.0,0.0,0.4576190476190471,480.49999999999943,0.0,0.0,0.2,20.0,0.615051355424549,0.0,-0.0,0.0,0.0,129.59999999999997
73,0.0,0.0,32.0,28.0,0.0,0.021666666666666674,260.0000000000001,0.0,-0.0,0.0,36.73603603603604,0.0,0.0,0.0,36.73603603603604,0.0,0.19180805192848402,393.20650645339225,20.408163265306122,0.0,-0.0,0.0,0.47666666666666613,500.49999999999943,0.0,0.0,0.2,20.0,0.6081942125674061,0.0,-0.0,0.0,0.0,129.60000000000002
74,0.0,0.0,32.0,28.0,0.0,0.022533333333333343,270.4000000000001,0.0,-0.0,0.0,37.72702702702703,0.0,0.0,0.0,37.72702702702703,0.0,0.18536012258350937,379.9882512961942,20.408163265306122,0.0,-0.0,0.0,0.49571428571428516,520.4999999999994,0.0,0.0,0.2,20.0,0.6013370697102632,0.0,-0.0,0.0,0.0,129.59999999999997
75,0.0,0.0,32.0,28.0,0.0,0.02340000000000001,280.8000000000001,0.0,-0.0,0.0,36.105405405405406,0.0,0.0,0.0,36.105405405405406,0.0,0.18091634880873908,370.87851505791514,20.408163265306122,0.0,-0.0,0.0,0.5147619047619042,540.4999999999994,0.0,0.0,0.2,20.0,0.5944799268531203,0.0,-0.0,0.0,0.0,129.59999999999997
76,0.0,0.0,32.0,28.0,0.0,0.02426666666666668,291.20000000000016,0.0,-0.0,0.0,36.1954954954955,0.0,0.0,0.0,36.1954954954955,0.0,0.1750947180794533,358.94417206287926,20.408163265306122,0.0,-0.0,0.0,0.5338095238095233,560.4999999999994,0.0,0.0,0.2,20.0,0.5876227839959774,0.0,-0.0,0.0,0.0,129.59999999999997
77,0.0,0.0,32.0,28.0,0.0,0.025133333333333348,301.6000000000002,0.0,-0.0,0.0,36.46576576576577,0.0,0.0,0.0,36.46576576576577,0.0,0.1715277623666474,351.6319128516272,20.408163265306122,0.0,-0.0,0.0,0.5528571428571424,580.4999999999995,0.0,0.0,0.2,20.0,0.5807656411388346,0.0,-0.0,0.0,0.0,129.60000000000002
78,0.0,0.0,32.0,28.0,0.0,0.026000000000000016,312.00000000000017,0.0,-0.0,0.0,34.483783783783785,0.0,0.0,0.0,34.483783783783785,0.0,0.16783554693070374,344.0628712079427,20.408163265306122,0.0,-0.0,0.0,0.5719047619047615,600.4999999999995,0.0,0.0,0.2,20.0,0.5739084982816917,0.0,-0.0,0.0,0.0,129.59999999999997
79,0.0,0.0,32.0,28.0,0.0,0.026866666666666685,322.4000000000002,0.0,-0.0,0.0,35.65495495495496,0.0,0.0,0.0,35.65495495495496,0.0,0.16376755232534676,335.72348226696084,20.408163265306122,0.0,-0.0,0.0,0.5909523809523806,620.4999999999995,0.0,0.0,0.2,20.0,0.5670513554245488,0.0,-0.0,0.0,0.0,129.59999999999997
80,0.799681401832451,0.11995221027486763,32.0,27.20031859816755,0.0,0.027733333333333353,332.80000000000024,0.11995221027486763,0.0,0.11995221027486763,32.77490716522982,0.11995221027485947,0.0,0.11995221027486025,32.77490716522982,0.0,0.16245527162902076,333.0333068394926,20.408163265306122,0.0,-0.0,0.0,0.6099999999999997,640.4999999999997,0.0,0.0,0.2,20.0,0.5601942125674059,0.0,-0.0,0.0,0.0,129.59999999999997
81,0.0,0.0,32.0,28.0,0.0,0.02860000000000002,343.2000000000003,0.0,-0.0,0.0,28.87117117117117,0.0,3.552713678800501e-15,0.0,28.87117117117117,0.0,0.15951461453190374,327.00495979040267,20.408163265306122,0.0,-0.0,0.0,0.6290476190476187,660.4999999999997,0.0,0.0,0.2,20.0,0.5546651120383062,0.0,-0.0,0.0,0.0,129.60000000000002
82,0.0,0.0,32.0,28.0,0.0,0.02946666666666669,353.60000000000025,0.0,-0.0,0.0,23.91621621621622,0.0,0.0,7.105427357601002e-15,23.91621621621622,0.0,0.15657395743478672,320.97661274131275,20.408163265306122,0.0,-0.0,0.0,0.6480952380952378,680.4999999999998,0.0,0.0,0.2,20.0,0.5478079691811633,0.0,-0.0,0.0,0.0,129.59999999999997
83,0.0,0.0,32.0,28.0,0.0,0.030333333333333358,364.0000000000003,0.0,-0.0,0.0,22.92522522522523,3.000000000000001,0.0,3.000000000000007,22.92522522522523,0.0,0.15889420870945611,325.73312785438503,20.408163265306122,0.0,-0.0,0.0,0.6671428571428569,700.4999999999998,0.0,0.0,0.2,20.0,0.5409508263240204,0.0,-0.0,0.0,0.0,129.59999999999997
84,1.9999999999999996,0.29999999999999993,32.0,26.0,0.0,0.031200000000000026,374.4000000000003,0.0,-0.0,0.0,19.207207207207205,3.0,0.0,2.9999999999999964,19.207207207207205,0.0,0.16810374475670298,344.6126767512411,20.408163265306122,0.0,-0.0,0.0,0.686190476190476,720.4999999999998,0.0,0.0,0.2,20.0,0.5340936834668775,0.0,-0.0,0.0,0.0,129.59999999999997
85,5.875020031477796,0.8812530047216693,32.0,22.124979968522204,0.0,0.032066666666666695,384.80000000000035,0.0,-0.0,0.0,22.103775527244196,0.0,0.0,7.105427357601002e-15,22.103775527244196,0.0,0.17869113775846532,366.3168324048539,20.408163265306122,0.0,-0.0,0.0,0.7052380952380951,740.4999999999999,0.0,0.0,0.2,20.0,0.5305579691811632,0.0,-0.0,0.0,0.0,129.60000000000008
86,1.8750200314777954,0.2812530047216693,32.0,26.124979968522204,0.0,0.03293333333333336,395.20000000000033,0.0,-0.0,0.0,18.143415166883827,0.0,3.552713678800501e-15,0.0,18.143415166883827,0.0,0.18652281685119668,382.3717745449532,20.408163265306122,0.0,-0.0,0.0,0.7242857142857142,760.4999999999999,0.0,0.0,0.2,20.0,0.5334575560191531,0.0,-0.0,0.0,0.0,129.5999999999999
87,0.0,0.0,32.0,28.0,0.0,0.03380000000000003,405.60000000000036,0.0,-0.0,0.0,12.79009009009009,0.0,0.0,0.0,12.79009009009009,0.0,0.1869641722787995,383.276553171539,20.408163265306122,0.0,-0.0,0.0,0.7433333333333333,780.5,0.0,0.0,0.2,20.0,0.5297142857142858,0.0,-0.0,0.0,0.0,129.59999999999997
88,0.0,0.0,32.0,0.0,28.0,0.0346666666666667,416.0000000000004,0.0,-0.0,0.0,13.150450450450451,0.0,0.0,1.7763568394002505e-15,13.150450450450451,0.0,0.18790656659895338,385.2084615278544,20.408163265306122,0.0,-0.0,0.0,0.7623809523809524,800.5,178.5,0.17,0.2,20.0,0.5228571428571429,0.0,-0.0,0.0,0.0,129.60000000000002
89,0.0,0.0,32.0,28.0,0.0,0.03553333333333337,426.40000000000043,0.0,-0.0,0.0,14.411711711711712,0.0,0.0,0.0,14.411711711711712,0.0,0.19172993455127604,393.0463658301159,20.408163265306122,0.0,-0.0,0.0,0.6114285714285714,642.0,0.0,0.0,0.2,20.0,0.51,0.0,-0.0,0.0,0.0,129.59999999999997
90,0.0,0.0,32.0,28.0,0.0,0.036400000000000036,436.80000000000047,0.0,-0.0,0.0,15.249549549549549,0.0,0.0,0.0,15.249549549549549,0.0,0.1950522636110476,399.8571404026476,20.408163265306122,0.0,-0.0,0.0,0.6304761904761905,662.0,0.0,0.0,0.2,20.0,0.5031428571428571,0.0,-0.0,0.0,0.0,129.59999999999997
91,0.0,0.0,32.0,0.0,28.0,0.037266666666666705,447.20000000000044,0.0,-0.0,0.0,15.97027027027027,0.0,0.0,0.0,15.97027027027027,0.0,0.19662095654689035,403.07296092112523,20.408163265306122,0.0,-0.0,0.0,0.6495238095238096,682.0000000000001,178.5,0.17,0.2,20.0,0.4962857142857142,0.0,-0.0,0.0,0.0,129.60000000000002
92,0.0,0.0,32.0,0.0,28.0,0.03813333333333337,457.6000000000005,0.0,-0.0,0.0,20.835135135135133,0.0,3.552713678800501e-15,0.0,20.835135135135133,0.0,0.20119588283803963,412.45155981798126,20.408163265306122,0.0,-0.0,0.0,0.4985714285714286,523.5,178.5,0.17,0.2,20.0,0.4834285714285714,0.0,-0.0,0.0,0.0,129.59999999999997
93,0.0,0.0,32.0,28.0,0.0,0.03900000000000004,468.0000000000005,0.0,-0.0,0.0,23.357657657657654,0.0,3.552713678800501e-15,0.0,23.357657657657654,0.0,0.20476873134408674,419.7758992553778,20.408163265306122,0.0,-0.0,0.0,0.34761904761904766,365.00000000000006,0.0,0.0,0.2,20.0,0.47057142857142853,0.0,-0.0,0.0,0.0,129.5999999999999
94,0.0,0.0,32.0,28.0,0.0,0.03986666666666671,478.40000000000055,0.0,-0.0,0.0,20.627927927927928,0.0,0.0,0.0,20.627927927927928,0.0,0.20157755480069417,413.2339873414231,20.408163265306122,0.0,-0.0,0.0,0.3666666666666667,385.00000000000006,0.0,0.0,0.2,20.0,0.4637142857142857,0.0,-0.0,0.0,0.0,129.60000000000002
95,0.0,0.0,32.0,28.0,0.0,0.04073333333333338,488.8000000000005,0.0,-0.0,0.0,20.718018018018018,0.0,0.0,0.0,20.718018018018018,0.0,0.194879106009444,399.5021673193602,20.408163265306122,0.0,-0.0,0.0,0.38571428571428573,405.0,0.0,0.0,0.2,20.0,0.45685714285714285,0.0,-0.0,0.0,0.0,129.59999999999997
96,,,,,,0.04160000000000005,499.20000000000056,,,,,,,,,,0.1878048780487805,385.0,,,,,0.40476190476190477,425.0,,,,,0.45,,,,,
